type,content_json
Theory,"{""title"": ""Docker"", ""summary"": ""Deep dive into the Tools theory of Docker."", ""key_points"": [""App deployment consistency."", ""Part of Tools domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""Tools""}"
Comparison,"{""topic"": ""Stack vs Heap"", ""concept_a"": ""Stack"", ""concept_b"": ""Heap"", ""difference"": ""Stack is LIFO linear data structure. while Heap is Complete binary tree for priority."", ""use_case"": ""Recursion, Undo logic. vs Priority queues, Heap Sort.""}"
Concept + Code,"{""question"": ""How is Git implemented?"", ""answer"": ""Distributed version control."", ""code"": ""// Implementing Git\nfunction init_git() {}"", ""explanation"": ""This block initializes the Git logic for use in Tools."", ""language"": ""Java""}"
Concept + Code,"{""question"": ""How is Process implemented?"", ""answer"": ""Program in execution."", ""code"": ""// Implementing Process\nfunction init_process() {}"", ""explanation"": ""This block initializes the Process logic for use in OS."", ""language"": ""Java""}"
Comparison,"{""topic"": ""Normalization vs ACID"", ""concept_a"": ""Normalization"", ""concept_b"": ""ACID"", ""difference"": ""Normalization is Reducing data redundancy. while ACID is Database transaction properties."", ""use_case"": ""Schema design optimization. vs Ensuring data integrity.""}"
Theory,"{""title"": ""Heap"", ""summary"": ""Deep dive into the DS theory of Heap."", ""key_points"": [""Priority queues, Heap Sort."", ""Part of DS domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""DS""}"
Theory,"{""title"": ""Queue"", ""summary"": ""Deep dive into the DS theory of Queue."", ""key_points"": [""Scheduling, Buffering."", ""Part of DS domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""DS""}"
Comparison,"{""topic"": ""Merge Sort vs Deadlock"", ""concept_a"": ""Merge Sort"", ""concept_b"": ""Deadlock"", ""difference"": ""Merge Sort is Divide and conquer sorting algorithm. while Deadlock is Mutual blocking of resource waiting."", ""use_case"": ""Stable sorting requirements. vs Operating system resource safety.""}"
Comparison,"{""topic"": ""Merge Sort vs Dijkstra"", ""concept_a"": ""Merge Sort"", ""concept_b"": ""Dijkstra"", ""difference"": ""Merge Sort is Divide and conquer sorting algorithm. while Dijkstra is Shortest path in weighted graph."", ""use_case"": ""Stable sorting requirements. vs Network routing, GPS.""}"
Concept + Code,"{""question"": ""How is Paging implemented?"", ""answer"": ""Non-contiguous memory management."", ""code"": ""// Implementing Paging\nfunction init_paging() {}"", ""explanation"": ""This block initializes the Paging logic for use in OS."", ""language"": ""Python""}"
Concept + Code,"{""question"": ""How is Quick Sort implemented?"", ""answer"": ""Pivot-based partitioning sort."", ""code"": {""c"": ""int partition(int a[], int l, int h) { int p = a[h], i = (l-1); /* Swap logic */ }\nvoid quickSort(int a[], int l, int h) {\n    if(l<h) { int pi = partition(a, l, h); quickSort(a, l, pi-1); quickSort(a, pi+1, h); }\n}"", ""cpp"": ""#include <algorithm>\nvoid qsort(std::vector<int>& v) { std::sort(v.begin(), v.end()); }"", ""python"": ""def quicksort(arr):\n    if len(arr) <= 1: return arr\n    pivot = arr[len(arr)//2]\n    left = [x for x in arr if x < pivot]\n    # middle & right...""}, ""explanation"": ""Quick Sort is a highly efficient, in-place sorting algorithm based on the divide-and-conquer principle. It selects a 'pivot' element and partitions the array such that elements smaller than the pivot are on the left and larger on the right. It then recursively sorts the sub-arrays. While its worst-case is O(n\u00b2), its average-case is O(n log n) with a very small constant factor, often outperforming Merge Sort in practice. Randomized pivot selection is commonly used to avoid the worst-case scenario."", ""language"": ""C / C++ / Python""}"
Concept + Code,"{""question"": ""How is Stack implemented?"", ""answer"": ""LIFO linear data structure."", ""code"": {""c"": ""#include <stdio.h>\n#define MAX 100\nint stack[MAX], top = -1;\nvoid push(int x) { if(top < MAX-1) stack[++top] = x; }\nint pop() { return (top >= 0) ? stack[top--] : -1; }\nint main() { push(10); printf(\""%d\"", pop()); return 0; }"", ""cpp"": ""#include <iostream>\n#include <stack>\nint main() { std::stack<int> s; s.push(10); std::cout << s.top(); s.pop(); return 0; }"", ""python"": ""class Stack:\n    def __init__(self): self.items = []\n    def push(self, x): self.items.append(x)\n    def pop(self): return self.items.pop() if self.items else None\ns = Stack(); s.push(10); print(s.pop())""}, ""explanation"": ""A Stack is a fundamental LIFO (Last-In, First-Out) data structure. It mimics a physical stack of plates where elements are added (Push) and removed (Pop) only from the Top. Internally, it can be implemented using arrays or linked lists. It is crucial for expression parsing, depth-first search, and managing function calls in the OS kernel. Key operations take O(1) time. Overflow occurs when the fixed size is exceeded, while Underflow happens on pop from an empty stack."", ""language"": ""C / C++ / Python""}"
Comparison,"{""topic"": ""DNS vs Normalization"", ""concept_a"": ""DNS"", ""concept_b"": ""Normalization"", ""difference"": ""DNS is Domain name to IP resolution. while Normalization is Reducing data redundancy."", ""use_case"": ""Human-friendly web navigation. vs Schema design optimization.""}"
Theory,"{""title"": ""Git"", ""summary"": ""Deep dive into the Tools theory of Git."", ""key_points"": [""Software collaboration."", ""Part of Tools domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""Tools""}"
Comparison,"{""topic"": ""Graph vs Binary Tree"", ""concept_a"": ""Graph"", ""concept_b"": ""Binary Tree"", ""difference"": ""Graph is Nodes and edges representing relations. while Binary Tree is Hierarchical structure with 2 children."", ""use_case"": ""Social networks, maps. vs File systems, search trees.""}"
Concept + Code,"{""question"": ""How is Heap implemented?"", ""answer"": ""Complete binary tree for priority."", ""code"": ""// Implementing Heap\nfunction init_heap() {}"", ""explanation"": ""This block initializes the Heap logic for use in DS."", ""language"": ""Python""}"
Concept + Code,"{""question"": ""How is Paging implemented?"", ""answer"": ""Non-contiguous memory management."", ""code"": ""// Implementing Paging\nfunction init_paging() {}"", ""explanation"": ""This block initializes the Paging logic for use in OS."", ""language"": ""Java""}"
Concept + Code,"{""question"": ""How is Big O implemented?"", ""answer"": ""Worst-case complexity notation."", ""code"": ""// Implementing Big O\nfunction init_big_o() {}"", ""explanation"": ""This block initializes the Big O logic for use in Adv."", ""language"": ""C++""}"
Comparison,"{""topic"": ""DNS vs Neural Network"", ""concept_a"": ""DNS"", ""concept_b"": ""Neural Network"", ""difference"": ""DNS is Domain name to IP resolution. while Neural Network is Nodes mimicking brain neurons."", ""use_case"": ""Human-friendly web navigation. vs Machine learning, AI vision.""}"
Concept + Code,"{""question"": ""How is Quick Sort implemented?"", ""answer"": ""Pivot-based partitioning sort."", ""code"": {""c"": ""int partition(int a[], int l, int h) { int p = a[h], i = (l-1); /* Swap logic */ }\nvoid quickSort(int a[], int l, int h) {\n    if(l<h) { int pi = partition(a, l, h); quickSort(a, l, pi-1); quickSort(a, pi+1, h); }\n}"", ""cpp"": ""#include <algorithm>\nvoid qsort(std::vector<int>& v) { std::sort(v.begin(), v.end()); }"", ""python"": ""def quicksort(arr):\n    if len(arr) <= 1: return arr\n    pivot = arr[len(arr)//2]\n    left = [x for x in arr if x < pivot]\n    # middle & right...""}, ""explanation"": ""Quick Sort is a highly efficient, in-place sorting algorithm based on the divide-and-conquer principle. It selects a 'pivot' element and partitions the array such that elements smaller than the pivot are on the left and larger on the right. It then recursively sorts the sub-arrays. While its worst-case is O(n\u00b2), its average-case is O(n log n) with a very small constant factor, often outperforming Merge Sort in practice. Randomized pivot selection is commonly used to avoid the worst-case scenario."", ""language"": ""C / C++ / Python""}"
Comparison,"{""topic"": ""Process vs Binary Tree"", ""concept_a"": ""Process"", ""concept_b"": ""Binary Tree"", ""difference"": ""Process is Program in execution. while Binary Tree is Hierarchical structure with 2 children."", ""use_case"": ""Multi-tasking environments. vs File systems, search trees.""}"
Comparison,"{""topic"": ""Queue vs Quick Sort"", ""concept_a"": ""Queue"", ""concept_b"": ""Quick Sort"", ""difference"": ""Queue is FIFO linear data structure. while Quick Sort is Pivot-based partitioning sort."", ""use_case"": ""Scheduling, Buffering. vs General purpose efficient sorting.""}"
Concept + Code,"{""question"": ""How is Quick Sort implemented?"", ""answer"": ""Pivot-based partitioning sort."", ""code"": {""c"": ""int partition(int a[], int l, int h) { int p = a[h], i = (l-1); /* Swap logic */ }\nvoid quickSort(int a[], int l, int h) {\n    if(l<h) { int pi = partition(a, l, h); quickSort(a, l, pi-1); quickSort(a, pi+1, h); }\n}"", ""cpp"": ""#include <algorithm>\nvoid qsort(std::vector<int>& v) { std::sort(v.begin(), v.end()); }"", ""python"": ""def quicksort(arr):\n    if len(arr) <= 1: return arr\n    pivot = arr[len(arr)//2]\n    left = [x for x in arr if x < pivot]\n    # middle & right...""}, ""explanation"": ""Quick Sort is a highly efficient, in-place sorting algorithm based on the divide-and-conquer principle. It selects a 'pivot' element and partitions the array such that elements smaller than the pivot are on the left and larger on the right. It then recursively sorts the sub-arrays. While its worst-case is O(n\u00b2), its average-case is O(n log n) with a very small constant factor, often outperforming Merge Sort in practice. Randomized pivot selection is commonly used to avoid the worst-case scenario."", ""language"": ""C / C++ / Python""}"
Theory,"{""title"": ""ACID"", ""summary"": ""Deep dive into the DBMS theory of ACID."", ""key_points"": [""Ensuring data integrity."", ""Part of DBMS domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""DBMS""}"
Concept + Code,"{""question"": ""How is Normalization implemented?"", ""answer"": ""Reducing data redundancy."", ""code"": ""// Implementing Normalization\nfunction init_normalization() {}"", ""explanation"": ""This block initializes the Normalization logic for use in DBMS."", ""language"": ""Python""}"
Concept + Code,"{""question"": ""How is TCP implemented?"", ""answer"": ""Connection-oriented reliable protocol."", ""code"": ""// Implementing TCP\nfunction init_tcp() {}"", ""explanation"": ""This block initializes the TCP logic for use in NW."", ""language"": ""Java""}"
Theory,"{""title"": ""ACID"", ""summary"": ""Deep dive into the DBMS theory of ACID."", ""key_points"": [""Ensuring data integrity."", ""Part of DBMS domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""DBMS""}"
Comparison,"{""topic"": ""ACID vs UDP"", ""concept_a"": ""ACID"", ""concept_b"": ""UDP"", ""difference"": ""ACID is Database transaction properties. while UDP is Connectionless fast protocol."", ""use_case"": ""Ensuring data integrity. vs Gaming, streaming.""}"
Theory,"{""title"": ""OSI Model"", ""summary"": ""Deep dive into the NW theory of OSI Model."", ""key_points"": [""Standardizing communication."", ""Part of NW domain."", ""Crucial optimization topic.""], ""difficulty"": ""Medium"", ""domain"": ""NW""}"
Comparison,"{""topic"": ""ACID vs DNS"", ""concept_a"": ""ACID"", ""concept_b"": ""DNS"", ""difference"": ""ACID is Database transaction properties. while DNS is Domain name to IP resolution."", ""use_case"": ""Ensuring data integrity. vs Human-friendly web navigation.""}"
Comparison,"{""topic"": ""Queue vs Process"", ""concept_a"": ""Queue"", ""concept_b"": ""Process"", ""difference"": ""Queue is FIFO linear data structure. while Process is Program in execution."", ""use_case"": ""Scheduling, Buffering. vs Multi-tasking environments.""}"
Comparison,"{""topic"": ""Segmentation vs TCP"", ""concept_a"": ""Segmentation"", ""concept_b"": ""TCP"", ""difference"": ""Segmentation is Variable size memory partitioning. while TCP is Connection-oriented reliable protocol."", ""use_case"": ""Logical memory grouping. vs Web traffic, file transfer.""}"
Comparison,"{""topic"": ""Neural Network vs DP"", ""concept_a"": ""Neural Network"", ""concept_b"": ""DP"", ""difference"": ""Neural Network is Nodes mimicking brain neurons. while DP is Solving via subproblem memoization."", ""use_case"": ""Machine learning, AI vision. vs Optimization problems (Knapsack).""}"
Concept + Code,"{""question"": ""How is Thread implemented?"", ""answer"": ""Lightweight execution unit."", ""code"": ""// Implementing Thread\nfunction init_thread() {}"", ""explanation"": ""This block initializes the Thread logic for use in OS."", ""language"": ""Python""}"
